"test_id","test_name","description","expected_result","priority","category"
"TC-011","Super Admin - List of Services","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Services section from the main menu.
e. Wait for the Services list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Services list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-012","Super Admin - Add Service","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service section from the main menu.
e. Click the Add Service button.
f. Fill in all required fields with valid data.
g. Leave a required field blank and attempt to submit; verify a validation error appears.
h. Fill in all fields correctly and click Save or Submit.
i. Verify a success confirmation message is displayed.
j. Confirm the new entry appears in the Service list.","A new Service entry is successfully created; it appears in the list with correct data and a success message is shown.","High","Functional"
"TC-013","Super Admin - Edit Service","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The Service entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
"TC-014","Super Admin - Service Mapping","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service Mapping Mapping section from the admin menu.
e. Verify the current mappings list is displayed.
f. Select an entity (institution or user) to map.
g. Assign one or more available items to the selected entity.
h. Click Save or Confirm.
i. Verify a success confirmation message is displayed.
j. Reload the mapping page and confirm the assignments are persisted.
k. Remove a mapping and verify it is no longer shown.","The Service Mapping mapping is saved correctly; assignments are persisted and reflected in the mapping view.","High","Integration"
"TC-015","Super Admin - Trash Studies","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Trash Studies section from the main menu.
e. Select an existing entry from the list.
f. Click the Delete button or trash icon.
g. Verify a confirmation dialog appears with the item name.
h. Click Cancel and confirm the entry is still present in the list.
i. Click Delete again, then click Confirm in the dialog.
j. Verify the entry is removed from the list.
k. Confirm a success toast or message is shown.","The Trash Studies entry is removed from the list; a success confirmation is shown and the entry cannot be found.","High","Functional"
"TC-016","Super Admin - List Service Calendar","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Calendar section from the main menu.
e. Click on the List Service Calendar tab or view.
f. Wait for the calendar to load.
g. Verify the calendar displays scheduled entries with date, time, and participant details.
h. Navigate to the next week/month using the forward arrow.
i. Navigate back to the current view and verify it returns correctly.
j. Click on a calendar entry and verify the detail panel or modal shows correct information.","The List Service Calendar calendar loads and displays scheduled entries correctly; navigation across dates works without errors.","Medium","Functional"
"TC-017","Super Admin - Add Service Calendar","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service Calendar section from the main menu.
e. Click the Add Service Calendar button.
f. Fill in all required fields with valid data.
g. Leave a required field blank and attempt to submit; verify a validation error appears.
h. Fill in all fields correctly and click Save or Submit.
i. Verify a success confirmation message is displayed.
j. Confirm the new entry appears in the Service Calendar list.","A new Service Calendar entry is successfully created; it appears in the list with correct data and a success message is shown.","High","Functional"
"TC-018","Super Admin - Edit Service Calendar","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service Calendar section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The Service Calendar entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
"TC-019","Super Admin - Audit Trails Login Sessions","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to Audit Trails from the admin menu.
e. Click on the Audit Trails Login Sessions sub-section.
f. Wait for the logs to load.
g. Verify log entries display user, timestamp, action, and status columns.
h. Apply a date range filter and verify only entries within that range appear.
i. Apply a user filter and verify only that user's logs are shown.
j. Clear all filters and confirm all logs are shown again.","All Audit Trails Login Sessions log entries are displayed with user, timestamp, and action details; date and user filters return correct results.","High","Security"
"TC-020","Super Admin - Audit Trails Study Logs","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to Audit Trails from the admin menu.
e. Click on the Audit Trails Study Logs sub-section.
f. Wait for the logs to load.
g. Verify log entries display user, timestamp, action, and status columns.
h. Apply a date range filter and verify only entries within that range appear.
i. Apply a user filter and verify only that user's logs are shown.
j. Clear all filters and confirm all logs are shown again.","All Audit Trails Study Logs log entries are displayed with user, timestamp, and action details; date and user filters return correct results.","High","Security"
"TC-021","Super Admin - Audit Trails Session Logs","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to Audit Trails from the admin menu.
e. Click on the Audit Trails Session Logs sub-section.
f. Wait for the logs to load.
g. Verify log entries display user, timestamp, action, and status columns.
h. Apply a date range filter and verify only entries within that range appear.
i. Apply a user filter and verify only that user's logs are shown.
j. Clear all filters and confirm all logs are shown again.","All Audit Trails Session Logs log entries are displayed with user, timestamp, and action details; date and user filters return correct results.","High","Security"
"TC-022","Super Admin - Features Toggle Multi level Assign, User availability calender, service definition etc","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Features Toggle Multi level Assign, User availability calender, service definition etc settings or feature management section.
e. Locate the Features Toggle Multi level Assign, User availability calender, service definition etc toggle or checkbox.
f. Note the current ON/OFF state.
g. Toggle the feature to the opposite state and click Save.
h. Verify a success confirmation message is displayed.
i. Reload the page and confirm the toggle state is persisted.
j. Toggle the feature back to the original state and save to restore.","The Features Toggle Multi level Assign, User availability calender, service definition etc toggle state is saved and persisted after page reload; the application behavior changes accordingly.","High","Functional"
"TC-023","Super Admin - System Configuration: Auto assign Interval, Auto assign queue size, check Service TAT, send alerts etc","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the System Configuration: Auto assign Interval, Auto assign queue size, check Service TAT, send alerts etc configuration section from the admin menu.
e. Note the current configuration values.
f. Modify one or more configuration fields with valid values.
g. Click Save or Apply.
h. Verify a success confirmation message is displayed.
i. Reload the configuration page and confirm the updated values are persisted.
j. Attempt to enter an invalid value (e.g. negative number or empty required field) and verify validation error.","Configuration changes for System Configuration: Auto assign Interval, Auto assign queue size, check Service TAT, send alerts etc are saved and persisted correctly; invalid inputs are rejected with validation errors.","High","Functional"
"TC-024","Super Admin - Upload configuration: Default Dicom Receive Configuration, Compression configurations etc","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Upload configuration: Default Dicom Receive Configuration, Compression configurations etc configuration section from the admin menu.
e. Note the current configuration values.
f. Modify one or more configuration fields with valid values.
g. Click Save or Apply.
h. Verify a success confirmation message is displayed.
i. Reload the configuration page and confirm the updated values are persisted.
j. Attempt to enter an invalid value (e.g. negative number or empty required field) and verify validation error.","Configuration changes for Upload configuration: Default Dicom Receive Configuration, Compression configurations etc are saved and persisted correctly; invalid inputs are rejected with validation errors.","High","Functional"
"TC-025","Super Admin - Master Password Configurations: Enable, change","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Change Password section from the profile or settings menu.
e. Enter the current password as admin.
f. Enter a new password in the New Password field.
g. Enter a different value in the Confirm Password field; verify mismatch error.
h. Enter matching new password and confirm password.
i. Click Save or Change Password.
j. Verify a success confirmation message is shown.
k. Log out of the application.
l. Navigate to https://dev2.heartnetnetindiademo.in/connect and log in using the new password.
m. Verify successful login with the updated credentials.","The password is changed successfully; the user can log in with the new credentials and the old password is rejected.","High","Security"
"TC-026","Super Admin - Workspace -List all scans, export, delete studies. -Patient View, Study View","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Workspace -List all scans, export, delete studies. -Patient View, Study View section from the main menu.
e. Select an existing entry from the list.
f. Click the Delete button or trash icon.
g. Verify a confirmation dialog appears with the item name.
h. Click Cancel and confirm the entry is still present in the list.
i. Click Delete again, then click Confirm in the dialog.
j. Verify the entry is removed from the list.
k. Confirm a success toast or message is shown.","The Workspace -List all scans, export, delete studies. -Patient View, Study View entry is removed from the list; a success confirmation is shown and the entry cannot be found.","High","Functional"
"TC-027","Super Admin - Calendar: My Meeting","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Calendar section from the main menu.
e. Click on the Calendar: My Meeting tab or view.
f. Wait for the calendar to load.
g. Verify the calendar displays scheduled entries with date, time, and participant details.
h. Navigate to the next week/month using the forward arrow.
i. Navigate back to the current view and verify it returns correctly.
j. Click on a calendar entry and verify the detail panel or modal shows correct information.","The Calendar: My Meeting calendar loads and displays scheduled entries correctly; navigation across dates works without errors.","Medium","Functional"
"TC-028","Super Admin - My Doctors Calendar","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Calendar section from the main menu.
e. Click on the My Doctors Calendar tab or view.
f. Wait for the calendar to load.
g. Verify the calendar displays scheduled entries with date, time, and participant details.
h. Navigate to the next week/month using the forward arrow.
i. Navigate back to the current view and verify it returns correctly.
j. Click on a calendar entry and verify the detail panel or modal shows correct information.","The My Doctors Calendar calendar loads and displays scheduled entries correctly; navigation across dates works without errors.","Medium","Functional"
"TC-029","Super Admin - UpdateUser Profile","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the UpdateUser Profile section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The UpdateUser Profile entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
"TC-030","Super Admin - Change Password","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Change Password section from the profile or settings menu.
e. Enter the current password as admin.
f. Enter a new password in the New Password field.
g. Enter a different value in the Confirm Password field; verify mismatch error.
h. Enter matching new password and confirm password.
i. Click Save or Change Password.
j. Verify a success confirmation message is shown.
k. Log out of the application.
l. Navigate to https://dev2.heartnetnetindiademo.in/connect and log in using the new password.
m. Verify successful login with the updated credentials.","The password is changed successfully; the user can log in with the new credentials and the old password is rejected.","High","Security"
"TC-031","Super Admin - List all types of users","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the types of users section from the main menu.
e. Wait for the types of users list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete types of users list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-032","Super Admin - Add User","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the User section from the main menu.
e. Click the Add User button.
f. Fill in all required fields with valid data.
g. Leave a required field blank and attempt to submit; verify a validation error appears.
h. Fill in all fields correctly and click Save or Submit.
i. Verify a success confirmation message is displayed.
j. Confirm the new entry appears in the User list.","A new User entry is successfully created; it appears in the list with correct data and a success message is shown.","High","Functional"
"TC-033","Super Admin - Edit User","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the User section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The User entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
"TC-034","Super Admin - Add/Edit User Signature","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Add/Edit User Signature section from the main menu.
e. Click the Add Add/Edit User Signature button.
f. Fill in all required fields with valid data.
g. Leave a required field blank and attempt to submit; verify a validation error appears.
h. Fill in all fields correctly and click Save or Submit.
i. Verify a success confirmation message is displayed.
j. Confirm the new entry appears in the Add/Edit User Signature list.","A new Add/Edit User Signature entry is successfully created; it appears in the list with correct data and a success message is shown.","High","Functional"
"TC-035","Super Admin - Service Offered","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service Offered section from the main menu.
e. Wait for the Service Offered list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Service Offered list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-036","Hospital Admin - List of Users Group admins, consultants","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Users Group admins, consultants section from the main menu.
e. Wait for the Users Group admins, consultants list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Users Group admins, consultants list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-037","Hospital Admin - Add Users","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Users section from the main menu.
e. Click the Add Users button.
f. Fill in all required fields with valid data.
g. Leave a required field blank and attempt to submit; verify a validation error appears.
h. Fill in all fields correctly and click Save or Submit.
i. Verify a success confirmation message is displayed.
j. Confirm the new entry appears in the Users list.","A new Users entry is successfully created; it appears in the list with correct data and a success message is shown.","High","Functional"
"TC-038","Hospital Admin - Edit Users","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Users section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The Users entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
"TC-039","Hospital Admin - Workspace List of all scans, filtering, customize view etc","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Workspace section from the main menu.
e. Wait for the studies or scans list to load.
f. Verify all columns (patient name, study date, status, modality) are displayed.
g. Apply a date range filter and verify the list updates.
h. Apply a status filter and verify only matching studies appear.
i. Select one or more studies and verify the bulk action toolbar appears.
j. Switch between Patient View and Study View and verify each view renders correctly.","The workspace displays all studies with correct columns; filters, view toggles, and bulk actions work without errors.","High","Smoke Test"
"TC-040","Hospital Admin - Calendar Backend Functionality","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Calendar section from the main menu.
e. Click on the Calendar Backend Functionality tab or view.
f. Wait for the calendar to load.
g. Verify the calendar displays scheduled entries with date, time, and participant details.
h. Navigate to the next week/month using the forward arrow.
i. Navigate back to the current view and verify it returns correctly.
j. Click on a calendar entry and verify the detail panel or modal shows correct information.","The Calendar Backend Functionality calendar loads and displays scheduled entries correctly; navigation across dates works without errors.","Medium","Functional"
"TC-041","Technician/Physician - Workspace: Listing scans","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Workspace section from the main menu.
e. Wait for the studies or scans list to load.
f. Verify all columns (patient name, study date, status, modality) are displayed.
g. Apply a date range filter and verify the list updates.
h. Apply a status filter and verify only matching studies appear.
i. Select one or more studies and verify the bulk action toolbar appears.
j. Switch between Patient View and Study View and verify each view renders correctly.","The workspace displays all studies with correct columns; filters, view toggles, and bulk actions work without errors.","High","Smoke Test"
"TC-042","Technician/Physician - Link/Assign","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Link/Assign section from the main menu.
e. Wait for the Link/Assign list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Link/Assign list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-043","Technician/Physician - Assign to group admin","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Assign to group admin section from the main menu.
e. Wait for the Assign to group admin list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Assign to group admin list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-044","Technician/Physician - Service Offered","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service Offered section from the main menu.
e. Wait for the Service Offered list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Service Offered list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-045","Technician/Physician - Edit User Profile","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the User Profile section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The User Profile entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
"TC-046","Technician/Physician - Workspace Scans, filters","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Workspace section from the main menu.
e. Wait for the studies or scans list to load.
f. Verify all columns (patient name, study date, status, modality) are displayed.
g. Apply a date range filter and verify the list updates.
h. Apply a status filter and verify only matching studies appear.
i. Select one or more studies and verify the bulk action toolbar appears.
j. Switch between Patient View and Study View and verify each view renders correctly.","The workspace displays all studies with correct columns; filters, view toggles, and bulk actions work without errors.","High","Smoke Test"
"TC-047","Group Admin - Select specialist","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Select specialist section from the main menu.
e. Wait for the Select specialist list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Select specialist list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-048","Group Admin - Service Offered","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the Service Offered section from the main menu.
e. Wait for the Service Offered list to load completely.
f. Verify that all entries are displayed with relevant columns (name, status, date, etc.).
g. Scroll through the list to confirm pagination or full data load.
h. Apply an available search or filter and verify the list updates correctly.
i. Remove the filter and confirm all records are shown again.","The complete Service Offered list is displayed with all relevant columns and data; filters and search work correctly.","High","Functional"
"TC-049","Group Admin - Edit User Profile for Group admin","Navigate to https://dev2.heartnetnetindiademo.in/connect.
a. Enter username as admin.
b. Enter password as admin.
c. Click the Login button and wait for the dashboard to load.
d. Navigate to the User Profile for Group admin section from the main menu.
e. Select an existing entry from the list.
f. Click the Edit button or pencil icon.
g. Clear a required field and attempt to save; verify validation error is shown.
h. Update the field with valid new data and click Save.
i. Verify a success confirmation message is displayed.
j. Reload the section and confirm the updated value is persisted.","The User Profile for Group admin entry is successfully updated; changes are saved and reflected correctly after reload.","High","Functional"
